@relation DFED_10_BOW_weka-weka.filters.unsupervised.attribute.NumericToNominal-R1-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute Class {0,1}
@attribute TextLength numeric
@attribute 2e numeric
@attribute bank numeric
@attribute br numeric
@attribute div numeric
@attribute million numeric
@attribute money numeric
@attribute mr numeric
@attribute nbsp numeric
@attribute transaction numeric
@attribute transfer numeric

@data
0,0.000516,0,0,0,0,0,0,0,0,0,0
0,0.003042,0,0,0,0,0,0,0,0,0,0
0,0.00758,0,0,0,0,0,0,0,0,0,0
1,0.041213,0,0,0,0,0,0.023166,0.017241,0,0.125,2
0,0.00107,0,0,0,0,0,0,0,0,0,0
0,0.00009,0,0,0,0,0,0,0,0,0,0
0,0.008341,0,0,0,0,0,0,0,0,0,0
0,0.011112,0,0,0,0,0,0,0,0,0,0
0,0.000206,0,0,0,0,0,0,0,0,0,0
1,0.042463,0,0.208333,0,0,0,0.003861,0.034483,0,0.1875,1
0,0.000168,0,0,0,0,0,0,0,0,0,0
0,0.001921,0,0,0,0,0,0,0,0,0,0
0,0.0037,0,0,0,0,0,0,0,0,0,0
1,0.019324,0.002045,0,0,0,0.028571,0,0,0,0,0
0,0.000026,0,0,0,0,0,0,0,0,0,0
1,0.035412,0.000818,0,0,0,0.028571,0.015444,0,0,0.0625,0
1,0.044023,0,0.041667,0,0,0.057143,0,0.017241,0,0.3125,3
0,0.000374,0,0,0,0,0,0,0,0,0,0
1,0.045647,0,0.5,0,0,0.028571,0.023166,0.051724,0,0.0625,2
1,0.052209,0,0,0.05,0,0,0.011583,0,0,0,0
0,0.000258,0,0,0,0,0,0,0,0,0,0
1,0.024751,0,0.083333,0,0,0.028571,0.019305,0.008621,0,0.1875,0
1,0.022701,0,0.041667,0,0,0.057143,0.003861,0.017241,0,0.125,1
0,0.001096,0,0,0,0,0,0,0,0,0,0
1,0.023513,0,0.166667,0,0,0.028571,0.011583,0,0,0.0625,2
0,0.000902,0,0,0,0,0,0,0,0,0,0
1,0.024493,0,0.083333,0,0,0,0.003861,0,0,0,0
0,0.000657,0,0,0,0,0,0,0,0,0,0
1,0.026491,0,0,0,0,0.028571,0.003861,0.017241,0,0,0
1,0.035141,0,0.375,0,0,0.028571,0.015444,0.008621,0,0.125,0
1,0.161461,0,0,0,0,0.571429,0,0,0,0,0
0,0.000026,0,0,0,0,0,0,0,0,0,0
0,0.000039,0,0,0,0,0,0,0,0,0,0
0,0.000026,0,0,0,0,0,0,0,0,0,0
1,0.029804,0.003272,0,0.014706,0.042553,0.028571,0.011583,0,0.011925,0.0625,0
0,0.000039,0,0,0,0,0,0,0,0,0,0
1,0.024699,0,0.166667,0,0,0,0.003861,0,0,0.0625,0
0,0.00883,0,0,0,0,0,0,0,0,0,0
0,0.00018,0,0,0,0,0,0,0,0,0,0
0,0.000619,0,0,0,0,0,0,0,0,0,0
1,0.012711,0,0.083333,0,0,0.028571,0.007722,0.025862,0,0,5
1,0.000709,0,0,0,0,0,0,0,0,0,0
1,0.041561,0.001227,0.125,0,0,0,0.003861,0.008621,0,0.25,0
0,0.002359,0,0,0,0,0,0,0,0,0,0
0,0.000026,0,0,0,0,0,0,0,0,0,0
1,0.025898,0,0,0,0,0.028571,0.019305,0,0,0,0
1,0.015263,0,0.041667,0,0,0,0,0,0,0.1875,1
1,0.009385,0,0,0,0,0,0,0.008621,0,0.0625,0
0,0.000889,0,0,0,0,0,0,0,0,0,0
1,0.006458,0,0.083333,0,0,0,0,0,0,0,0
1,0.040362,0,0.208333,0,0,0.028571,0.011583,0.051724,0,0.1875,1
1,0.029843,0,0.041667,0,0,0,0,0.008621,0,0.0625,0
0,0.000155,0,0,0,0,0,0,0,0,0,0
0,0.000026,0,0,0,0,0,0,0,0,0,0
0,0.000026,0,0,0,0,0,0,0,0,0,0
0,0.001134,0,0,0,0,0,0,0,0,0,0
0,0.00067,0,0,0,0,0,0,0,0,0,0
0,0.000748,0,0,0,0,0,0,0,0,0,0
0,0.002088,0,0,0,0,0,0,0,0,0,0
1,0.017081,0,0,0,0,0,0.003861,0.017241,0,0.0625,0
1,0.036701,0,0.166667,0,0,0.028571,0.015444,0.008621,0,0,0
0,0.002114,0,0,0,0,0,0,0,0,0,0
0,0.005066,0,0,0,0,0,0,0,0,0,0
1,0.040491,0,0,0,0,0,0.015444,0,0,0.0625,2
0,0.000232,0,0,0,0,0,0,0,0,0,0
1,0.048445,0,0.041667,0,0,0.028571,0.019305,0,0,0,6
1,0.022121,0,0.083333,0,0,0,0.003861,0,0,0.25,4
1,0.041664,0,0.333333,0,0,0,0.019305,0.017241,0,0.25,3
0,0.000013,0,0,0,0,0,0,0,0,0,0
0,0.019865,0,0,0,0,0,0,0,0,0,0
0,0.000232,0,0,0,0,0,0,0,0,0,0
0,0.103399,0,0,0,0,0,0,0,0,0,0
1,0.016823,0,0.083333,0,0,0.028571,0.007722,0,0,0.0625,0
1,0.006832,0,0,0,0.007092,0,0,0,0,0,0
1,0.000954,0,0.041667,0,0,0,0,0,0,0,0
1,0.03469,0,0.125,0,0,0,0.019305,0,0,0,0
0,0.001676,0,0,0,0,0,0,0,0,0,0
0,0.001225,0,0,0,0,0,0,0,0,0,0
1,0.023836,0.000818,0,0,0,0.028571,0.003861,0,0,0.125,0
0,0.000954,0,0,0,0,0,0,0,0,0,0
0,0.000284,0,0,0,0,0,0,0,0,0,0
1,0.046924,0,0.125,0,0,0.057143,0.011583,0,0,0,0
0,0.000954,0,0,0,0,0,0,0,0,0,0
0,0.043327,0,0,0,0,0,0,0.025862,0,0,1
1,0.041922,0,0.083333,0,0,0.085714,0.015444,0.025862,0,0.0625,0
0,0.000013,0,0,0,0,0,0,0,0,0,0
1,0.005801,0,0,0,0,0,0.003861,0,0,0,0
0,0.001869,0,0,0,0,0,0,0,0,0,0
0,0.000477,0,0,0,0,0,0,0,0,0,0
0,0.002759,0,0,0,0,0,0,0,0,0,0
1,0.000374,0,0,0,0,0,0,0,0,0,0
0,0.019362,0,0,0,0,0,0,0,0,0,0
1,0.04383,0,0.208333,0,0,0.028571,0.011583,0.043103,0,0.1875,2
0,0.001985,0,0,0,0,0,0,0,0,0,0
1,0.045673,0,0.333333,0.135294,0,0.028571,0.030888,0.008621,0.017036,0.1875,1
1,0.044809,0.007771,0.083333,0,0,0.028571,0,0,0,0.125,0
1,0.024209,0.002454,0,0,0,0.028571,0,0,0,0.0625,1
1,0.032112,0,0.166667,0,0,0,0.015444,0.051724,0,0.0625,3
0,0.008392,0,0,0,0,0,0,0,0,0,0
0,0.000967,0,0,0,0,0,0,0,0,0,0
1,0.030668,0.004499,0,0,0,0.028571,0.019305,0.017241,0,0.0625,0
0,0.000632,0,0,0,0,0,0,0,0,0,0
1,0.03264,0,0.083333,0,0,0.028571,0.011583,0.034483,0,0,3
0,0.002643,0,0,0,0,0,0,0,0,0,0
1,0.002359,0,0.041667,0,0,0,0,0,0,0,0
0,0.000877,0,0,0,0,0,0,0,0,0,0
0,0.000348,0,0,0,0,0,0,0,0,0,0
1,0.025821,0,0,0.044118,0.042553,0.028571,0.015444,0.017241,0.010221,0,0
1,0.029843,0,0.166667,0.020588,0,0.057143,0.007722,0.008621,0,0.125,1
0,0.000451,0,0,0,0,0,0,0,0,0,0
1,0.033955,0,0.083333,0,0,0.057143,0.007722,0,0,0,0
0,0.002166,0,0,0,0,0,0,0,0,0,0
0,0.000026,0,0,0,0,0,0,0,0,0,0
0,0.001109,0,0,0,0,0,0,0,0,0,0
1,0.041728,0,0.166667,0,0,0.028571,0.023166,0.017241,0,0.0625,4
0,0.022456,0,0,0,0,0,0,0,0,0,0
1,0.021915,0.003681,0.041667,0,0,0.057143,0.007722,0.008621,0,0.0625,0
1,0.005376,0,0,0,0.007092,0,0,0,0.001704,0,0
1,0.026401,0,0.041667,0,0,0.057143,0.007722,0,0,0.0625,0
1,0.039434,0.00409,0.041667,0,0,0.028571,0.003861,0,0,0.1875,3
1,0.001715,0,0,0,0,0,0,0,0,0,0
0,0.000387,0,0,0,0,0,0,0,0,0,0
0,0.001031,0,0,0,0,0,0,0,0,0,0
0,0.001276,0,0,0,0,0,0,0,0,0,0
0,0.008585,0,0,0,0,0,0,0,0,0,0
1,0.019414,0,0,0,0,0,0.007722,0,0,0.1875,0
1,0.031648,0.004499,0,0,0,0.028571,0,0,0,0,0
1,0.049837,0,0,0,0,0,0,0,0,0,0
1,0.03215,0,0.041667,0,0,0,0.011583,0.008621,0,0,0
0,0.001018,0,0,0,0,0,0,0,0,0,0
0,0.000026,0,0,0,0,0,0,0,0,0,0
0,0.000902,0,0,0,0,0,0,0,0,0,0
1,0.027561,0.00409,0,0,0,0.028571,0.007722,0.008621,0,0.125,2
0,0.002681,0,0,0,0,0,0,0,0,0,0
1,0.012272,0,0.083333,0,0,0,0,0.008621,0,0.1875,0
0,0.00125,0,0,0,0,0,0,0,0,0,0
0,0.000993,0,0,0,0,0,0,0,0,0,0
1,0.038016,0,0.291667,0,0,0.028571,0.030888,0.017241,0,0.1875,2
0,0.009153,0,0,0,0,0,0,0,0,0,0
1,0.005646,0,0,0,0,0,0,0,0,0.0625,0
1,0.018512,0,0.041667,0,0,0.028571,0,0.008621,0,0.0625,0
0,0.010919,0,0,0,0,0,0,0,0,0,0
0,0.002166,0,0,0,0,0,0,0,0,0,0
0,0.000361,0,0,0,0,0,0,0,0,0,0
1,0.039434,0.006135,0,0,0,0.028571,0.003861,0.025862,0,0.25,2
0,0.001147,0,0,0,0,0,0,0,0,0,0
0,0.000116,0,0,0,0,0,0,0,0,0,0
1,0.005234,0,0,0.011765,0,0,0.003861,0,0,0.0625,0
0,0.000864,0,0,0,0,0,0,0,0,0,0
1,0.058564,0,0.666667,0,0,0.057143,0.023166,0.215517,0,0.1875,0
1,0.033659,0.006953,0.166667,0,0,0.028571,0.011583,0.025862,0,0.3125,0
0,0.00116,0,0,0,0,0,0,0,0,0,0
0,0.001405,0,0,0,0,0,0,0,0,0,0
0,0.000722,0,0,0,0,0,0,0,0,0,0
0,0.000142,0,0,0,0,0,0,0,0,0,0
0,0.000915,0,0,0,0,0,0,0,0,0,0
0,0.002939,0,0,0,0,0,0,0,0,0,0
1,0.040117,0.009816,0,0,0,0.028571,0.011583,0.008621,0,0.0625,0
0,0.002501,0,0,0,0,0,0,0,0,0,0
0,0.007026,0,0,0,0,0,0,0,0,0,0
1,0.048986,0,0.208333,0,0,0,0.030888,0.008621,0,0,3
0,0.032357,0,0,0,0,0,0,0,0,0,0
1,0.078765,0,0,0,0,0,0,0,0,0,0
0,0.000026,0,0,0,0,0,0,0,0,0,0
0,0.000425,0,0,0,0,0,0,0,0,0,0
1,0.034857,0,0.208333,0,0,0,0.007722,0.025862,0,0.25,2
0,0.00009,0,0,0,0,0,0,0,0,0,0
1,0.011473,0,0,0,0,0,0,0.008621,0,0,0
0,0.000193,0,0,0,0,0,0,0,0,0,0
0,0.000361,0,0,0,0,0,0,0,0,0,0
1,0.040169,0,0,0,0,0.114286,0.011583,0,0,0.0625,4
0,0.001624,0,0,0,0,0,0,0,0,0,0
1,0.025602,0,0,0,0,0.028571,0.019305,0,0,0,0
1,0.020974,0,0.041667,0,0,0.028571,0.011583,0,0,0,4
0,0.001096,0,0,0,0,0,0,0,0,0,0
1,0.043701,0.002863,0.166667,0,0,0.028571,0,0.008621,0,0.125,1
0,0.000773,0,0,0,0,0,0,0,0,0,0
1,0.072164,0,0.333333,0,0,0.085714,0.027027,0,0,0.0625,1
0,0.00107,0,0,0,0,0,0,0,0,0,0
0,0.002501,0,0,0,0,0,0,0,0,0,0
1,0.01311,0,0,0,0,0,0.003861,0,0,0,0
1,0.060549,0,0.041667,0.026471,0.070922,0.057143,0.034749,0.008621,0.049404,0.3125,1
1,0.042089,0,0.416667,0.076471,0,0.028571,0.030888,0.008621,0.018739,0.125,0
0,0.000786,0,0,0,0,0,0,0,0,0,0
0,0.000567,0,0,0,0,0,0,0,0,0,0
1,0.045493,0,0,0,0,0,0.030888,0,0,0.0625,0
0,0.000258,0,0,0,0,0,0,0,0,0,0
0,0.000219,0,0,0,0,0,0,0,0,0,0
0,0.00018,0,0,0,0,0,0,0,0,0,0
0,0.0033,0,0,0,0,0,0,0,0,0,0
0,0.000026,0,0,0,0,0,0,0,0,0,0
1,0.007155,0,0.041667,0,0,0.028571,0,0.017241,0,0,1
1,0.029778,0,0.125,0,0,0.085714,0.019305,0,0,0.0625,3
0,0.000296,0,0,0,0,0,0,0,0,0,0
1,0.062109,0,0.333333,0,0,0.142857,0.054054,0.034483,0,0.125,5
0,0.000503,0,0,0,0,0,0,0,0,0,0
0,0.078932,0,0,0,0,0,0,0,0,0,0
1,0.018782,0,0.125,0,0,0.028571,0.007722,0.025862,0,0.125,1
1,0.007722,0,0.041667,0.035294,0.003546,0,0,0.008621,0.003407,0.0625,1
0,0.000013,0,0,0,0,0,0,0,0,0,0
0,0.000413,0,0,0,0,0,0,0,0,0,0
1,0.019195,0,0,0,0,0,0,0,0,0,1
1,0.021683,0,0,0,0,0,0,0.008621,0,0,0
0,0.001379,0,0,0,0,0,0,0,0,0,0
0,0.000683,0,0,0,0,0,0,0,0,0,0
1,0.018782,0,0.083333,0,0,0.028571,0.007722,0,0,0.0625,0
0,0.002424,0,0,0,0,0,0,0,0,0,0
1,0.00874,0,0.125,0,0,0,0,0,0,0,2
1,0.01583,0,0.041667,0,0,0.028571,0.003861,0.008621,0,0.0625,2
0,0.00281,0,0,0,0,0,0,0,0,0,0
1,0.030552,0,0.041667,0,0,0.057143,0.003861,0.034483,0,0.0625,1
1,0.042708,0,0.208333,0,0,0.028571,0.003861,0.025862,0,0.3125,1
1,0.040259,0,0.333333,0,0,0.028571,0.003861,0.017241,0,0.3125,2
1,0.01935,0.003681,0,0,0,0.028571,0.019305,0,0,0.0625,0
0,0.53984,0,0,0,0,0.085714,0.011583,0,0,0,0
0,0.000838,0,0,0,0,0,0,0,0,0,0
0,0.00107,0,0,0,0,0,0,0,0,0,0
1,0.033646,0.006135,0,0,0,0.028571,0.027027,0,0,0,0
1,0.038609,0.007362,0,0,0,0.057143,0.019305,0,0,0,0
0,0.000193,0,0,0,0,0,0,0,0,0,0
0,0.002462,0,0,0,0,0,0,0,0,0,0
1,0.049154,0,0.375,0,0,0.028571,0.019305,0.025862,0,0.25,3
0,0.00107,0,0,0,0,0,0,0,0,0,0
1,0.026001,0.004908,0,0,0,0.028571,0,0,0,0,0
1,0.047594,0,0,0.082353,0,0,0.007722,0,0,0,0
1,0.047001,0,0,0,0,0,0,0,0,0,0
0,0.006794,0,0,0,0,0,0,0,0,0,0
0,0.000335,0,0,0,0,0,0,0,0,0,0
1,0.025254,0,0,0,0,0.057143,0,0.008621,0,0,0
0,0.000915,0,0,0,0,0,0,0,0,0,0
1,0.03215,0,0,0,0,0.085714,0.019305,0.008621,0,0,2
0,0.001044,0,0,0,0,0,0,0,0,0,0
1,0.016269,0,0.041667,0,0,0.028571,0,0.008621,0,0.125,0
0,0.001908,0,0,0,0,0,0,0,0,0,0
0,0.001586,0,0,0,0,0,0,0,0,0,0
0,0.000116,0,0,0,0,0,0,0,0,0,0
0,0.001843,0,0,0,0,0,0,0,0,0,0
0,0.000026,0,0,0,0,0,0,0,0,0,0
0,0.000438,0,0,0,0,0,0,0,0,0,0
0,0.002875,0,0,0,0,0,0,0,0,0,0
1,0.04352,0,0,0,0,0.057143,0.007722,0.034483,0,0.125,1
1,0.031609,0,0,0,0,0.057143,0.007722,0.008621,0,0,2
1,0.016281,0.001636,0,0,0,0,0.003861,0.008621,0,0,0
1,0.01097,0,0,0,0,0,0,0.008621,0,0,0
0,0.001276,0,0,0,0,0,0,0,0,0,0
0,0.000761,0,0,0,0,0,0,0,0,0,0
1,0.019981,0.001227,0,0,0,0.057143,0,0,0,0.125,0
0,0.000232,0,0,0,0,0,0,0,0,0,0
0,0.000168,0,0,0,0,0,0,0,0,0,0
1,0.003261,0,0,0.008824,0,0,0,0,0,0,0
1,0.009875,0,0,0,0,0.028571,0.011583,0,0,0.0625,0
1,0.015624,0,0,0.020588,0,0,0,0,0,0,0
0,0.003674,0,0,0,0,0,0,0,0,0,0
1,0.009359,0,0.041667,0.029412,0.028369,0,0,0.008621,0.006814,0,0
1,0.028631,0,0,0,0,0.028571,0.003861,0.008621,0,0.1875,0
0,0.00018,0,0,0,0,0,0,0,0,0,0
1,0.037449,0.001636,0.083333,0,0,0.028571,0.011583,0,0,0.0625,0
1,0.016088,0.003681,0,0,0,0,0,0.017241,0,0,0
1,0.029198,0,0,0,0,0,0.023166,0,0,0,0
1,0.012105,0,0,0,0,0,0.011583,0.008621,0,0,0
1,0.002772,0,0,0,0,0,0,0,0,0,0
0,0.000271,0,0,0,0,0,0,0,0,0,0
0,0.003983,0,0,0,0,0,0,0,0,0,0
0,0.016436,0,0,0,0,0,0,0,0,0,0
0,0.00009,0,0,0,0,0,0,0,0,0,0
1,0.018537,0,0,0.067647,0,0,0,0,0,0,0
1,0.002888,0,0,0,0,0,0,0,0,0,0
1,0.017996,0,0,0,0,0,0,0.008621,0,0,0
0,0.000657,0,0,0,0,0,0,0,0,0,0
0,0.00058,0,0,0,0,0,0,0,0,0,0
0,0.001702,0,0,0,0,0,0,0,0,0,0
0,0.000645,0,0,0,0,0,0,0,0,0,0
0,0.004422,0,0,0,0,0,0,0,0,0,0
1,0.032473,0.008998,0.041667,0,0,0,0.015444,0.008621,0,0.0625,0
0,0.000438,0,0,0,0,0,0,0,0,0,0
0,0.000335,0,0,0,0,0,0,0,0,0,0
0,0.000026,0,0,0,0,0,0,0,0,0,0
0,0.00116,0,0,0,0,0,0,0,0,0,0
1,0.008805,0,0,0.005882,0,0,0,0,0.013629,0,0
1,0.023616,0.004499,0.125,0,0,0.028571,0.007722,0,0,0,1
1,0.036997,0,0.166667,0,0,0.028571,0.007722,0.017241,0,0.25,0
1,0.010236,0,0.041667,0,0,0,0,0,0,0.0625,2
1,0.020149,0,0,0,0,0,0.003861,0,0,0,0
1,0.038299,0,0.041667,0,0,0.057143,0,0.025862,0,0.125,4
1,0.027729,0.00409,0,0,0,0.028571,0.003861,0.008621,0,0.0625,1
0,0.007322,0,0,0,0,0,0,0,0,0,0
0,0.000425,0,0,0,0,0,0,0,0,0,0
1,0.002436,0,0.041667,0,0,0,0,0.008621,0,0,0
0,0.000812,0,0,0,0,0,0,0,0,0,0
1,0.027806,0,0,0.117647,0.014184,0.028571,0.003861,0.025862,0.003407,0,5
1,0.024364,0.002863,0,0,0,0.028571,0,0,0,0,1
0,0.010841,0,0,0,0,0,0,0,0,0,0
1,0.036121,0.006953,0.041667,0,0,0.028571,0.015444,0.025862,0,0.125,2
0,0.000993,0,0,0,0,0,0,0,0,0,0
0,0.003919,0,0,0,0,0,0,0,0,0,0
1,0.000322,0,0,0,0,0,0,0,0,0,0
0,0.001096,0,0,0,0,0,0,0,0,0,0
1,0.04548,0,0.25,0,0,0.028571,0.011583,0.051724,0,0.25,2
1,0.043623,0.008589,0.041667,0,0,0.057143,0,0,0,0.3125,2
0,0.00009,0,0,0,0,0,0,0,0,0,0
1,0.028928,0.001636,0,0,0,0.028571,0,0,0,0.125,0
0,0.002295,0,0,0,0,0,0,0,0,0,0
0,0.000348,0,0,0,0,0,0,0,0,0,0
0,0.000619,0,0,0,0,0,0,0,0,0,0
0,0.000838,0,0,0,0,0,0,0,0,0,0
1,0.029134,0,0,0,0,0.057143,0.003861,0.008621,0,0.0625,1
1,0.041509,0,0,0,0,0.028571,0.019305,0.017241,0,0.125,1
0,0.001044,0,0,0,0,0,0,0,0,0,0
0,0.000064,0,0,0,0,0,0,0,0,0,0
1,0.045248,0.009816,0,0,0,0.028571,0.023166,0,0,0.0625,0
0,0.002617,0,0,0,0,0,0,0,0,0,0
0,0.001096,0,0,0,0,0,0,0,0,0,0
1,0.04508,0,0.291667,0,0,0.057143,0,0.008621,0,0.125,6
1,0.037307,0,0.125,0.341176,0.007092,0.085714,0.007722,0,0,0,0
0,0.000606,0,0,0,0,0,0,0,0,0,0
0,0.014631,0,0,0,0,0,0,0,0,0,0
1,0.032808,0.004908,0.083333,0,0,0.028571,0.003861,0.008621,0,0,2
0,0.000516,0,0,0,0,0,0,0,0,0,0
0,0.000451,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0.000026,0,0,0,0,0,0,0,0,0,0
1,0.017996,0,0.041667,0,0,0,0,0.008621,0,0,0
1,0.005427,0,0,0,0,0,0,0.008621,0,0,0
0,0.000026,0,0,0,0,0,0,0,0,0,0
0,0.001856,0,0,0,0,0,0,0,0,0,0
1,0.022598,0,0,0,0,0.028571,0.003861,0,0,0,0
0,0.001637,0,0,0,0,0,0,0,0,0,0
0,0.00312,0,0,0,0,0,0,0,0,0,0
1,0.003983,0,0,0.002941,0.003546,0,0,0,0,0,0
0,0.000812,0,0,0,0,0,0,0,0,0,0
0,0.001856,0,0,0,0,0,0,0,0,0,0
1,0.027471,0,0,0.070588,0,0,0.007722,0,0.020443,0,0
0,0.001276,0,0,0,0,0,0,0,0,0,0
0,0.000503,0,0,0,0,0,0,0,0,0,0
0,0.087969,0,0,0,0,0,0,0,0,0,1
0,0.000773,0,0,0,0,0,0,0,0,0,0
1,0.006497,0,0,0,0,0,0,0.008621,0,0,0
1,0.009101,0,0,0,0.085106,0,0,0.008621,0,0.0625,1
0,0.003713,0,0,0,0,0,0,0,0,0,0
0,0.002694,0,0,0,0,0,0,0,0,0,0
0,0.001109,0,0,0,0,0,0,0,0,0,0
1,0.036495,0.004908,0.041667,0.029412,0,0.028571,0.007722,0,0.034072,0,1
0,0.000077,0,0,0,0,0,0,0,0,0,0
1,0.028257,0,0,0.061765,0,0,0.003861,0.008621,0.051107,0,0
0,0.000052,0,0,0,0,0,0,0,0,0,0
0,0.000993,0,0,0,0,0,0,0,0,0,0
1,0.016011,0.000409,0,0,0,0,0.007722,0.008621,0,0,2
1,0.029804,0,0,0,0,0,0,0,0,0.0625,0
0,0.000026,0,0,0,0,0,0,0,0,0,0
0,0.000026,0,0,0,0,0,0,0,0,0,0
0,0.001147,0,0,0,0,0,0,0,0,0,0
0,0.000013,0,0,0,0,0,0,0,0,0,0
0,0.000645,0,0,0,0,0,0,0,0,0,0
1,0.035592,0,0.208333,0,0,0.028571,0.011583,0.025862,0,0.0625,1
0,0.000902,0,0,0,0,0,0,0,0,0,0
0,0.001173,0,0,0,0,0,0,0,0,0,0
1,0.028412,0,0.041667,0,0,0.057143,0.003861,0,0,0,1
1,0.000709,0,0,0,0,0,0,0,0,0,0
0,0.0037,0,0,0,0,0,0,0,0,0,0
0,0.000799,0,0,0,0,0,0,0,0,0,0
0,0.000606,0,0,0,0,0,0,0,0,0,0
1,0.049605,0,0.375,0,0,0.028571,0.015444,0.034483,0,0.0625,1
0,0.001212,0,0,0,0,0,0,0,0,0,0
0,0.002011,0,0,0,0,0,0,0,0,0,0
1,0.021064,0,0,0,0,0,0.003861,0,0,0.125,2
1,0.008856,0,0,0,0,0,0,0.017241,0,0.0625,0
1,0.04013,0.009407,0.166667,0,0,0.028571,0,0.034483,0,0.125,1
0,0.000554,0,0,0,0,0,0,0,0,0,0
0,0.001405,0,0,0,0,0,0,0,0,0,0
0,0.000116,0,0,0,0,0,0,0,0,0,0
0,0.001431,0,0,0,0,0,0,0,0,0,0
1,0.046369,0.004908,0.166667,0,0,0.028571,0.003861,0.043103,0,0.1875,3
1,0.062161,0,0,0,0,0,0,0,0,0,0
1,0.003081,0,0,0,0,0,0,0,0,0.0625,0
1,0.003996,0,0,0.017647,0.024823,0,0,0,0.001704,0,0
0,0.00049,0,0,0,0,0,0,0,0,0,0
0,0.004563,0,0,0,0,0,0,0,0,0,0
1,0.032382,0.005317,0,0,0,0.028571,0.003861,0.008621,0,0,1
0,0.000103,0,0,0,0,0,0,0,0,0,0
0,0.000206,0,0,0,0,0,0,0,0,0,0
1,0.017635,0,0.166667,0.032353,0,0,0,0.008621,0.003407,0.125,2
1,0.00526,0.001636,0,0,0,0,0.003861,0,0,0,0
1,0.034458,0,0.083333,0,0,0.028571,0.007722,0.008621,0,0,0
0,0.001843,0,0,0,0,0,0,0,0,0,0
0,0.000026,0,0,0,0,0,0,0,0,0,0
0,0.001263,0,0,0,0,0,0,0,0,0,0
0,0.003339,0,0,0,0,0,0,0,0,0,0
0,0.000387,0,0,0,0,0,0,0,0,0,0
0,0.001044,0,0,0,0,0,0,0,0,0,0
1,0.011602,0,0,0,0,0,0,0,0,0.0625,0
1,0.00941,0,0.041667,0,0,0,0.011583,0.008621,0,0,0
1,0.005543,0,0.041667,0,0,0,0,0.008621,0,0,1
1,0.054813,0,0.291667,0,0,0,0.015444,0.008621,0,0.25,3
0,0.000748,0,0,0,0,0,0,0,0,0,0
0,0.0004,0,0,0,0,0,0,0,0,0,0
0,0.000322,0,0,0,0,0,0,0,0,0,0
1,0.045196,0,0,0,0,0.114286,0,0.008621,0,0.0625,0
1,0.032473,0,0,0,0,0,0,0,0,0,0
0,0.000103,0,0,0,0,0,0,0,0,0,0
0,0.002191,0,0,0,0,0,0,0,0,0,0
1,0.033723,0,0.166667,0,0,0.028571,0.027027,0,0,0,2
0,0.000503,0,0,0,0,0,0,0,0,0,0
0,0.001457,0,0,0,0,0,0,0,0,0,0
1,0.035592,0,0.041667,0.079412,0.007092,0.028571,0.003861,0,0.015332,0.0625,1
1,0.002295,0,0,0,0,0.028571,0,0,0,0.0625,0
0,0.001289,0,0,0,0,0,0,0,0,0,0
0,0.000722,0,0,0,0,0,0,0,0,0,0
1,0.000606,0,0,0,0,0,0,0,0,0,0
0,0.000967,0,0,0,0,0,0,0,0,0,0
1,0.052054,0.011861,0.375,0,0,0.028571,0.015444,0.043103,0,0.0625,1
0,0.000026,0,0,0,0,0,0,0,0,0,0
1,0.039924,0,0,0,0,0.028571,0.015444,0.008621,0,0.0625,2
0,0.000013,0,0,0,0,0,0,0,0,0,0
0,0.000438,0,0,0,0,0,0,0,0,0,0
1,0.005272,0,0,0,0,0,0,0,0,0,0
0,0.002153,0,0,0,0,0,0,0,0,0,0
0,0.002424,0,0,0,0,0,0,0,0,0,0
1,0.031312,0,0,0,0,0.028571,0.019305,0,0,0,0
1,0.024545,0,0,0,0,0.057143,0.007722,0,0,0,0
1,0.033543,0,0,0,0,0,0.007722,0.017241,0,0,2
1,0.004383,0,0,0,0,0,0,0,0,0,0
0,0.002088,0,0,0,0,0.028571,0,0,0,0,0
0,0.002153,0,0,0,0,0,0,0,0,0,0
0,0.000026,0,0,0,0,0,0,0,0,0,0
0,0.00272,0,0,0,0,0,0,0,0,0,0
0,0.000864,0,0,0,0,0,0,0,0,0,0
0,0.000503,0,0,0,0,0,0,0,0,0,0
0,0.003751,0,0,0,0,0,0,0,0,0,0
1,0.005118,0,0,0,0,0,0,0,0,0,0
1,0.004035,0,0,0,0,0,0,0.008621,0,0.0625,0
0,0.000077,0,0,0,0,0,0,0,0,0,0
0,0.000026,0,0,0,0,0,0,0,0,0,0
0,0.085249,0,0,0,0,0,0.003861,0,0,0,0
1,0.025408,0,0.083333,0,0,0.028571,0.007722,0,0,0.0625,0
1,0.026053,0,0,0,0,0.028571,0,0,0,0.0625,0
0,0.004306,0,0,0,0,0,0,0,0,0,0
1,0.011357,0,0.041667,0.023529,0.056738,0.057143,0,0,0.006814,0,0
0,0.000039,0,0,0,0,0,0,0,0,0,0
0,0.000838,0,0,0,0,0,0,0,0,0,0
1,0.066183,0,0.125,0.094118,0,0.057143,0.023166,0.008621,0,0,0
1,0.031893,0,0,0.011765,0.134752,0.028571,0.027027,0,0.010221,0,0
1,0.041728,0,0.375,0,0,0.028571,0.011583,0.017241,0,0.125,2
